Team,Pos.,Name,Captain,Status,Age,Caps,Goals,Club,Latest call-up,,Pos.,Player,Name,Captain,Status,Date of birth (age),Age,Caps,Goals,Club,Latest call-up
Czech Republic,DF,David Zima,,,25,24,1,Slavia Prague,"v.  San Marino, 13 November 2025 INJ",Czech Republic,DF,David Zima,David Zima,,,8 November 2000 (age 25),25,24,1,Slavia Prague,"v.  San Marino, 13 November 2025 INJ"
Czech Republic,DF,Václav Jemelka,,,30,12,0,Viktoria Plzeň,"v.  San Marino, 13 November 2025 INJ",Czech Republic,DF,Václav Jemelka,Václav Jemelka,,,23 June 1995 (age 30),30,12,0,Viktoria Plzeň,"v.  San Marino, 13 November 2025 INJ"
Czech Republic,DF,Martin Cedidla,,,24,1,0,Jablonec,"v.  Faroe Islands, 12 October 2025",Czech Republic,DF,Martin Cedidla,Martin Cedidla,,,22 November 2001 (age 24),24,1,0,Jablonec,"v.  Faroe Islands, 12 October 2025"
Czech Republic,DF,Jan Bořil,,,35,31,0,Slavia Prague,"v.  Croatia, 9 June 2025",Czech Republic,DF,Jan Bořil,Jan Bořil,,,11 January 1991 (age 35),35,31,0,Slavia Prague,"v.  Croatia, 9 June 2025"
Czech Republic,MF,Michal Beran,,,25,4,0,Sigma Olomouc,"v.  Gibraltar, 17 November 2025",Czech Republic,MF,Michal Beran,Michal Beran,,,22 August 2000 (age 25),25,4,0,Sigma Olomouc,"v.  Gibraltar, 17 November 2025"
Czech Republic,MF,Kryštof Daněk,,,23,2,0,LASK,"v.  Gibraltar, 17 November 2025",Czech Republic,MF,Kryštof Daněk,Kryštof Daněk,,,5 January 2003 (age 23),23,2,0,LASK,"v.  Gibraltar, 17 November 2025"
Czech Republic,MF,Matěj Ryneš,,,24,2,0,Sparta Prague,"v.  Gibraltar, 17 November 2025",Czech Republic,MF,Matěj Ryneš,Matěj Ryneš,,,30 May 2001 (age 24),24,2,0,Sparta Prague,"v.  Gibraltar, 17 November 2025"
Czech Republic,MF,Patrik Hellebrand,,,26,1,0,Górnik Zabrze,"v.  Gibraltar, 17 November 2025",Czech Republic,MF,Patrik Hellebrand,Patrik Hellebrand,,,16 May 1999 (age 26),26,1,0,Górnik Zabrze,"v.  Gibraltar, 17 November 2025"
Czech Republic,MF,Václav Černý,,,28,30,8,Beşiktaş,"v.  San Marino, 13 November 2025 INJ",Czech Republic,MF,Václav Černý,Václav Černý,,,17 October 1997 (age 28),28,30,8,Beşiktaş,"v.  San Marino, 13 November 2025 INJ"
Czech Republic,MF,Vasil Kušej,,,25,7,0,Slavia Prague,"v.  San Marino, 13 November 2025 INJ",Czech Republic,MF,Vasil Kušej,Vasil Kušej,,,24 May 2000 (age 25),25,7,0,Slavia Prague,"v.  San Marino, 13 November 2025 INJ"
Czech Republic,MF,Alex Král,,,27,48,2,Union Berlin,"v.  Faroe Islands, 12 October 2025",Czech Republic,MF,Alex Král,Alex Král,,,19 May 1998 (age 27),27,48,2,Union Berlin,"v.  Faroe Islands, 12 October 2025"
Czech Republic,MF,Ondřej Lingr,,,27,25,1,Houston Dynamo,"v.  Faroe Islands, 12 October 2025",Czech Republic,MF,Ondřej Lingr,Ondřej Lingr,,,7 October 1998 (age 27),27,25,1,Houston Dynamo,"v.  Faroe Islands, 12 October 2025"
Czech Republic,MF,Filip Zorvan,,,30,0,0,Jablonec,"v.  Croatia, 9 June 2025",Czech Republic,MF,Filip Zorvan,Filip Zorvan,,,7 April 1996 (age 30),30,0,0,Jablonec,"v.  Croatia, 9 June 2025"
Czech Republic,FW,Václav Sejk,,,23,1,0,Sigma Olomouc,"v.  Gibraltar, 17 November 2025",Czech Republic,FW,Václav Sejk,Václav Sejk,,,18 May 2002 (age 23),23,1,0,Sigma Olomouc,"v.  Gibraltar, 17 November 2025"
Czech Republic,FW,Matěj Vydra,,,33,48,7,Viktoria Plzeň,"v.  Faroe Islands, 12 October 2025",Czech Republic,FW,Matěj Vydra,Matěj Vydra,,,1 May 1992 (age 33),33,48,7,Viktoria Plzeň,"v.  Faroe Islands, 12 October 2025"
Czech Republic,FW,Jan Chramosta,,,35,1,0,Jablonec,"v.  Faroe Islands, 12 October 2025",Czech Republic,FW,Jan Chramosta,Jan Chramosta,,,12 October 1990 (age 35),35,1,0,Jablonec,"v.  Faroe Islands, 12 October 2025"
Czech Republic,FW,Jan Kuchta,,,29,30,3,Sparta Prague,"v.  Saudi Arabia, 8 September 2025",Czech Republic,FW,Jan Kuchta,Jan Kuchta,,,8 January 1997 (age 29),29,30,3,Sparta Prague,"v.  Saudi Arabia, 8 September 2025"
Czech Republic,FW,Adam Hložek,,,23,41,4,TSG Hoffenheim,"v.  Croatia, 9 June 2025",Czech Republic,FW,Adam Hložek,Adam Hložek,,,25 July 2002 (age 23),23,41,4,TSG Hoffenheim,"v.  Croatia, 9 June 2025"
Canada,GK,Luka Gavran,,,25,0,0,Toronto FC,"v.  Guatemala, January 17, 2026",Canada,GK,Luka Gavran,Luka Gavran,,,"May 9, 2000 (age 25)",25,0,0,Toronto FC,"v.  Guatemala, January 17, 2026"
Canada,GK,James Pantemis,,,29,0,0,Portland Timbers,"v.  Guatemala, January 17, 2026",Canada,GK,James Pantemis,James Pantemis,,,"February 21, 1997 (age 29)",29,0,0,Portland Timbers,"v.  Guatemala, January 17, 2026"
Canada,GK,Jayden Hibbert,,,21,0,0,Atlanta United,"v.  Wales, September 9, 2025",Canada,GK,Jayden Hibbert,Jayden Hibbert,,,"August 5, 2004 (age 21)",21,0,0,Atlanta United,"v.  Wales, September 9, 2025"
Canada,GK,Tom McGill,,,26,0,0,Brighton & Hove Albion,"v.  Wales, September 9, 2025",Canada,GK,Tom McGill,Tom McGill,,,"March 25, 2000 (age 26)",26,0,0,Brighton & Hove Albion,"v.  Wales, September 9, 2025"
Canada,GK,Jonathan Sirois,,,24,0,0,FC Dallas,2025 Canadian Shield TRP,Canada,GK,Jonathan Sirois,Jonathan Sirois,,,"June 27, 2001 (age 24)",24,0,0,FC Dallas,2025 Canadian Shield TRP
Canada,GK,Grégoire Świderski,,,20,0,0,Alavés B,2025 CONCACAF Gold Cup PRE,Canada,GK,Grégoire Świderski,Grégoire Świderski,,,"October 5, 2005 (age 20)",20,0,0,Alavés B,2025 CONCACAF Gold Cup PRE
Canada,DF,Zorhan Bassong,,,26,7,0,Sporting Kansas City,"v.  Guatemala, January 17, 2026",Canada,DF,Zorhan Bassong,Zorhan Bassong,,,"May 7, 1999 (age 26)",26,7,0,Sporting Kansas City,"v.  Guatemala, January 17, 2026"
Canada,DF,Noah Abatneh,,,21,0,0,Atlético Ottawa,"v.  Guatemala, January 17, 2026",Canada,DF,Noah Abatneh,Noah Abatneh,,,"September 28, 2004 (age 21)",21,0,0,Atlético Ottawa,"v.  Guatemala, January 17, 2026"
Canada,DF,Matteo de Brienne,,,23,0,0,GAIS,"v.  Guatemala, January 17, 2026",Canada,DF,Matteo de Brienne,Matteo de Brienne,,,"May 22, 2002 (age 23)",23,0,0,GAIS,"v.  Guatemala, January 17, 2026"
Canada,DF,Alfie Jones,,,28,1,0,Middlesbrough,"v.  Venezuela, November 18, 2025",Canada,DF,Alfie Jones,Alfie Jones,,,"October 7, 1997 (age 28)",28,1,0,Middlesbrough,"v.  Venezuela, November 18, 2025"
Canada,DF,Jamie Knight-Lebel,,,21,3,0,Swindon Town,"v.  Wales, September 9, 2025",Canada,DF,Jamie Knight-Lebel,Jamie Knight-Lebel,,,"December 24, 2004 (age 21)",21,3,0,Swindon Town,"v.  Wales, September 9, 2025"
Canada,DF,Lazar Stefanovic,,,19,0,0,Toronto FC,2025 CONCACAF Gold Cup TRP[162],Canada,DF,Lazar Stefanovic,Lazar Stefanovic,,,"August 10, 2006 (age 19)",19,0,0,Toronto FC,2025 CONCACAF Gold Cup TRP[162]
Canada,DF,Sam Adekugbe,,,31,44,1,Vancouver Whitecaps,2025 CONCACAF Gold Cup INJ,Canada,DF,Sam Adekugbe,Sam Adekugbe,,,"January 16, 1995 (age 31)",31,44,1,Vancouver Whitecaps,2025 CONCACAF Gold Cup INJ
Canada,DF,Scott Kennedy,,,29,14,0,Eupen,2025 CONCACAF Gold Cup PRE,Canada,DF,Scott Kennedy,Scott Kennedy,,,"March 31, 1997 (age 29)",29,14,0,Eupen,2025 CONCACAF Gold Cup PRE
Canada,DF,Zachary Brault-Guillard,,,27,8,1,Lugano,2025 CONCACAF Gold Cup PRE,Canada,DF,Zachary Brault-Guillard,Zachary Brault-Guillard,,,"December 30, 1998 (age 27)",27,8,1,Lugano,2025 CONCACAF Gold Cup PRE
Canada,DF,Raheem Edwards,,,30,5,0,Toronto FC,2025 CONCACAF Gold Cup PRE,Canada,DF,Raheem Edwards,Raheem Edwards,,,"June 17, 1995 (age 30)",30,5,0,Toronto FC,2025 CONCACAF Gold Cup PRE
Canada,DF,Zac McGraw,,,28,4,0,Portland Timbers,2025 CONCACAF Gold Cup PRE,Canada,DF,Zac McGraw,Zac McGraw,,,"June 8, 1997 (age 28)",28,4,0,Portland Timbers,2025 CONCACAF Gold Cup PRE
Canada,DF,Dominick Zator,,,31,3,0,Arka Gdynia,2025 CONCACAF Gold Cup PRE,Canada,DF,Dominick Zator,Dominick Zator,,,"September 18, 1994 (age 31)",31,3,0,Arka Gdynia,2025 CONCACAF Gold Cup PRE
Canada,DF,Kyle Hiebert,,,28,2,0,St. Louis City,2025 CONCACAF Gold Cup PRE,Canada,DF,Kyle Hiebert,Kyle Hiebert,,,"July 30, 1997 (age 28)",28,2,0,St. Louis City,2025 CONCACAF Gold Cup PRE
Canada,DF,Jovan Ivanisevic,,,21,0,0,FK Sarajevo,2025 CONCACAF Gold Cup PRE,Canada,DF,Jovan Ivanisevic,Jovan Ivanisevic,,,"January 19, 2005 (age 21)",21,0,0,FK Sarajevo,2025 CONCACAF Gold Cup PRE
Canada,DF,Luca Petrasso,,,25,0,0,CF Montréal,2025 CONCACAF Gold Cup PRE,Canada,DF,Luca Petrasso,Luca Petrasso,,,"June 16, 2000 (age 25)",25,0,0,CF Montréal,2025 CONCACAF Gold Cup PRE
Canada,MF,Jayden Nelson,,,23,12,2,Austin FC,"v.  Guatemala, January 17, 2026",Canada,MF,Jayden Nelson,Jayden Nelson,,,"September 26, 2002 (age 23)",23,12,2,Austin FC,"v.  Guatemala, January 17, 2026"
Canada,MF,Jeevan Badwal,,,20,0,0,Vancouver Whitecaps,"v.  Guatemala, January 17, 2026",Canada,MF,Jeevan Badwal,Jeevan Badwal,,,"March 11, 2006 (age 20)",20,0,0,Vancouver Whitecaps,"v.  Guatemala, January 17, 2026"
Canada,MF,Malik Henry,,,23,0,0,Toronto FC,"v.  Guatemala, January 17, 2026",Canada,MF,Malik Henry,Malik Henry,,,"July 23, 2002 (age 23)",23,0,0,Toronto FC,"v.  Guatemala, January 17, 2026"
Canada,MF,Shola Jimoh,,,18,0,0,Inter Toronto,"v.  Guatemala, January 17, 2026",Canada,MF,Shola Jimoh,Shola Jimoh,,,"April 8, 2008 (age 18)",18,0,0,Inter Toronto,"v.  Guatemala, January 17, 2026"
Canada,MF,Jacob Shaffelburg,,,26,31,6,Los Angeles FC,"v.  Guatemala, January 17, 2026 INJ",Canada,MF,Jacob Shaffelburg,Jacob Shaffelburg,,,"November 26, 1999 (age 26)",26,31,6,Los Angeles FC,"v.  Guatemala, January 17, 2026 INJ"
Canada,MF,Stephen Eustáquio,vice-captain,,29,54,4,Los Angeles FC,"v.  Venezuela, November 18, 2025",Canada,MF,Stephen Eustáquio (vice-captain),Stephen Eustáquio,vice-captain,,"December 21, 1996 (age 29)",29,54,4,Los Angeles FC,"v.  Venezuela, November 18, 2025"
Canada,MF,Samuel Piette,,,31,69,0,CF Montréal,2025 CONCACAF Gold Cup PRE,Canada,MF,Samuel Piette,Samuel Piette,,,"November 12, 1994 (age 31)",31,69,0,CF Montréal,2025 CONCACAF Gold Cup PRE
Canada,MF,Mark-Anthony Kaye,,,31,42,2,Sacramento Republic,2025 CONCACAF Gold Cup PRE,Canada,MF,Mark-Anthony Kaye,Mark-Anthony Kaye,,,"December 2, 1994 (age 31)",31,42,2,Sacramento Republic,2025 CONCACAF Gold Cup PRE
Canada,MF,Victor Loturi,,,24,1,0,CF Montréal,2025 CONCACAF Gold Cup PRE,Canada,MF,Victor Loturi,Victor Loturi,,,"May 1, 2001 (age 24)",24,1,0,CF Montréal,2025 CONCACAF Gold Cup PRE
Canada,MF,Harry Paton,,,27,1,0,Cavalry FC,2025 CONCACAF Gold Cup PRE,Canada,MF,Harry Paton,Harry Paton,,,"May 23, 1998 (age 27)",27,1,0,Cavalry FC,2025 CONCACAF Gold Cup PRE
Canada,MF,Justin Smith,,,23,0,0,Sporting Gijón,2025 CONCACAF Gold Cup PRE,Canada,MF,Justin Smith,Justin Smith,,,"February 4, 2003 (age 23)",23,0,0,Sporting Gijón,2025 CONCACAF Gold Cup PRE
Canada,MF,Kosi Thompson,,,23,0,0,Colorado Rapids,2025 CONCACAF Gold Cup PRE,Canada,MF,Kosi Thompson,Kosi Thompson,,,"January 27, 2003 (age 23)",23,0,0,Colorado Rapids,2025 CONCACAF Gold Cup PRE
Canada,FW,Marius Aiyenero,,,17,0,0,Los Angeles FC 2,"v.  Guatemala, January 17, 2026",Canada,FW,Marius Aiyenero,Marius Aiyenero,,,"May 23, 2008 (age 17)",17,0,0,Los Angeles FC 2,"v.  Guatemala, January 17, 2026"
Canada,FW,Tiago Coimbra,,,22,0,0,IFK Göteborg,"v.  Guatemala, January 17, 2026",Canada,FW,Tiago Coimbra,Tiago Coimbra,,,"January 17, 2004 (age 22)",22,0,0,IFK Göteborg,"v.  Guatemala, January 17, 2026"
Canada,FW,Rayan Elloumi NEL,,,18,0,0,Vancouver Whitecaps,"v.  Guatemala, January 17, 2026",Canada,FW,Rayan Elloumi NEL,Rayan Elloumi NEL,,,"September 17, 2007 (age 18)",18,0,0,Vancouver Whitecaps,"v.  Guatemala, January 17, 2026"
Canada,FW,Promise David,,,24,8,3,Union Saint-Gilloise,"v.  Venezuela, November 18, 2025",Canada,FW,Promise David,Promise David,,,"July 3, 2001 (age 24)",24,8,3,Union Saint-Gilloise,"v.  Venezuela, November 18, 2025"
Canada,FW,Theo Bair,,,26,7,1,Lausanne-Sport,"v.  Venezuela, November 18, 2025",Canada,FW,Theo Bair,Theo Bair,,,"August 27, 1999 (age 26)",26,7,1,Lausanne-Sport,"v.  Venezuela, November 18, 2025"
Canada,FW,Gabriele Biancheri,,,19,0,0,Rotherham United,2025 Canadian Shield TRP,Canada,FW,Gabriele Biancheri,Gabriele Biancheri,,,"September 18, 2006 (age 19)",19,0,0,Rotherham United,2025 Canadian Shield TRP
Canada,FW,Lucas Cavallini,,,33,40,19,Puebla,2025 CONCACAF Gold Cup PRE,Canada,FW,Lucas Cavallini,Lucas Cavallini,,,"December 28, 1992 (age 33)",33,40,19,Puebla,2025 CONCACAF Gold Cup PRE
Canada,FW,Charles-Andreas Brym,,,27,13,1,NAC Breda,2025 CONCACAF Gold Cup PRE,Canada,FW,Charles-Andreas Brym,Charles-Andreas Brym,,,"August 8, 1998 (age 27)",27,13,1,NAC Breda,2025 CONCACAF Gold Cup PRE
Canada,FW,Theo Corbeanu,,,23,7,2,Toronto FC,2025 CONCACAF Gold Cup PRE,Canada,FW,Theo Corbeanu,Theo Corbeanu,,,"May 17, 2002 (age 23)",23,7,2,Toronto FC,2025 CONCACAF Gold Cup PRE
Canada,FW,Stephen Afrifa,,,25,2,0,Sporting Kansas City,2025 CONCACAF Gold Cup PRE,Canada,FW,Stephen Afrifa,Stephen Afrifa,,,"February 19, 2001 (age 25)",25,2,0,Sporting Kansas City,2025 CONCACAF Gold Cup PRE
Canada,FW,Kwasi Poku,,,23,1,0,RWDM Brussels,2025 CONCACAF Gold Cup PRE,Canada,FW,Kwasi Poku,Kwasi Poku,,,"February 6, 2003 (age 23)",23,1,0,RWDM Brussels,2025 CONCACAF Gold Cup PRE
Canada,FW,Deandre Kerr,,,23,0,0,Toronto FC,2025 CONCACAF Gold Cup PRE,Canada,FW,Deandre Kerr,Deandre Kerr,,,"November 29, 2002 (age 23)",23,0,0,Toronto FC,2025 CONCACAF Gold Cup PRE
Canada,FW,Santiago López,,,20,0,0,Atlético Ottawa,2025 CONCACAF Gold Cup PRE,Canada,FW,Santiago López,Santiago López,,,"June 10, 2005 (age 20)",20,0,0,Atlético Ottawa,2025 CONCACAF Gold Cup PRE
Canada,FW,Dieu-Merci Michel,,,22,0,0,União de Leiria,2025 CONCACAF Gold Cup PRE,Canada,FW,Dieu-Merci Michel,Dieu-Merci Michel,,,"February 9, 2004 (age 22)",22,0,0,União de Leiria,2025 CONCACAF Gold Cup PRE
Canada,FW,Kimani Stewart-Baynes,,,21,0,0,Colorado Rapids,2025 CONCACAF Gold Cup PRE,Canada,FW,Kimani Stewart-Baynes,Kimani Stewart-Baynes,,,"January 17, 2005 (age 21)",21,0,0,Colorado Rapids,2025 CONCACAF Gold Cup PRE
Bosnia and Herzegovina,GK,Vedad Muftić,,,24,0,0,Željezničar,"v.  Slovenia, 10 June 2025",Bosnia and Herzegovina,GK,Vedad Muftić,Vedad Muftić,,,25 October 2001 (age 24),24,0,0,Željezničar,"v.  Slovenia, 10 June 2025"
Bosnia and Herzegovina,DF,Dennis Hadžikadunić,,,27,30,0,Sampdoria,"v.  Wales, 26 March 2026 INJ",Bosnia and Herzegovina,DF,Dennis Hadžikadunić,Dennis Hadžikadunić,,,9 July 1998 (age 27),27,30,0,Sampdoria,"v.  Wales, 26 March 2026 INJ"
Bosnia and Herzegovina,DF,Jusuf Gazibegović,,,26,23,0,Sturm Graz,"v.  Wales, 26 March 2026 PRE",Bosnia and Herzegovina,DF,Jusuf Gazibegović,Jusuf Gazibegović,,,11 March 2000 (age 26),26,23,0,Sturm Graz,"v.  Wales, 26 March 2026 PRE"
Bosnia and Herzegovina,DF,Emir Karić,,,28,1,0,Sturm Graz,"v.  Wales, 26 March 2026 PRE",Bosnia and Herzegovina,DF,Emir Karić,Emir Karić,,,9 June 1997 (age 28),28,1,0,Sturm Graz,"v.  Wales, 26 March 2026 PRE"
Bosnia and Herzegovina,DF,Arjan Malić,,,20,6,0,Sturm Graz,"v.  Austria, 18 November 2025",Bosnia and Herzegovina,DF,Arjan Malić,Arjan Malić,,,28 August 2005 (age 20),20,6,0,Sturm Graz,"v.  Austria, 18 November 2025"
Bosnia and Herzegovina,DF,Adrian Leon Barišić,,,24,15,0,Braga,"v.  Romania, 15 November 2025 INJ",Bosnia and Herzegovina,DF,Adrian Leon Barišić,Adrian Leon Barišić,,,19 July 2001 (age 24),24,15,0,Braga,"v.  Romania, 15 November 2025 INJ"
Bosnia and Herzegovina,DF,Nail Omerović,,,23,5,1,Osijek,"v.  Romania, 15 November 2025 PRE",Bosnia and Herzegovina,DF,Nail Omerović,Nail Omerović,,,20 October 2002 (age 23),23,5,1,Osijek,"v.  Romania, 15 November 2025 PRE"
Bosnia and Herzegovina,DF,Eman Košpo,,,18,1,0,Fiorentina,"v.  Malta, 12 October 2025",Bosnia and Herzegovina,DF,Eman Košpo,Eman Košpo,,,17 May 2007 (age 18),18,1,0,Fiorentina,"v.  Malta, 12 October 2025"
Bosnia and Herzegovina,DF,Ermin Bičakčić,,,36,43,3,Željezničar,"v.  Slovenia, 10 June 2025",Bosnia and Herzegovina,DF,Ermin Bičakčić,Ermin Bičakčić,,,24 January 1990 (age 36),36,43,3,Željezničar,"v.  Slovenia, 10 June 2025"
Bosnia and Herzegovina,MF,Dario Šarić,,,28,10,0,Antalyaspor,"v.  Wales, 26 March 2026 PRE",Bosnia and Herzegovina,MF,Dario Šarić,Dario Šarić,,,30 May 1997 (age 28),28,10,0,Antalyaspor,"v.  Wales, 26 March 2026 PRE"
Bosnia and Herzegovina,MF,Luka Menalo,,,29,16,3,Sarajevo,"v.  Romania, 15 November 2025 PRE",Bosnia and Herzegovina,MF,Luka Menalo,Luka Menalo,,,22 July 1996 (age 29),29,16,3,Sarajevo,"v.  Romania, 15 November 2025 PRE"
Bosnia and Herzegovina,MF,Dino Beširović,,,32,5,0,AIK,"v.  Romania, 15 November 2025 PRE",Bosnia and Herzegovina,MF,Dino Beširović,Dino Beširović,,,31 January 1994 (age 32),32,5,0,AIK,"v.  Romania, 15 November 2025 PRE"
Bosnia and Herzegovina,MF,Ifet Đakovac,,,28,1,0,Akron Tolyatti,"v.  Romania, 15 November 2025 PRE",Bosnia and Herzegovina,MF,Ifet Đakovac,Ifet Đakovac,,,5 December 1997 (age 28),28,1,0,Akron Tolyatti,"v.  Romania, 15 November 2025 PRE"
Bosnia and Herzegovina,MF,Haris Hajradinović,,,32,16,2,Kasımpaşa,"v.  Cyprus, 9 October 2025 INJ",Bosnia and Herzegovina,MF,Haris Hajradinović,Haris Hajradinović,,,18 February 1994 (age 32),32,16,2,Kasımpaşa,"v.  Cyprus, 9 October 2025 INJ"
Bosnia and Herzegovina,MF,Denis Huseinbašić,,,24,7,0,1. FC Köln,"v.  Slovenia, 10 June 2025 WD",Bosnia and Herzegovina,MF,Denis Huseinbašić,Denis Huseinbašić,,,3 July 2001 (age 24),24,7,0,1. FC Köln,"v.  Slovenia, 10 June 2025 WD"
Bosnia and Herzegovina,FW,Riad Bajić,,,31,12,0,AEK Larnaca,"v.  Romania, 15 November 2025 PRE",Bosnia and Herzegovina,FW,Riad Bajić,Riad Bajić,,,6 May 1994 (age 31),31,12,0,AEK Larnaca,"v.  Romania, 15 November 2025 PRE"
Bosnia and Herzegovina,FW,Luka Kulenović,,,26,3,0,Heracles Almelo,"v.  Cyprus, 9 October 2025 PRE",Bosnia and Herzegovina,FW,Luka Kulenović,Luka Kulenović,,,29 September 1999 (age 26),26,3,0,Heracles Almelo,"v.  Cyprus, 9 October 2025 PRE"
Bosnia and Herzegovina,FW,Enver Kulašin,,,22,1,0,Sarıyer,"v.  Slovenia, 10 June 2025",Bosnia and Herzegovina,FW,Enver Kulašin,Enver Kulašin,,,11 September 2003 (age 22),22,1,0,Sarıyer,"v.  Slovenia, 10 June 2025"
Qatar,GK,Marwan Badreldin,,,27,0,0,Al-Ahli,"v.  United Arab Emirates, 14 October 2025",Qatar,GK,Marwan Badreldin,Marwan Badreldin,,,15 April 1999 (age 27),27,0,0,Al-Ahli,"v.  United Arab Emirates, 14 October 2025"
Qatar,GK,Saad Al-Sheeb,,,36,79,0,Al-Sadd,"v.  Iran, 5 June 2025",Qatar,GK,Saad Al-Sheeb,Saad Al-Sheeb,,,19 February 1990 (age 36),36,79,0,Al-Sadd,"v.  Iran, 5 June 2025"
Qatar,DF,Tarek Salman,,,28,90,0,Al-Sadd,2025 FIFA Arab Cup,Qatar,DF,Tarek Salman,Tarek Salman,,,5 December 1997 (age 28),28,90,0,Al-Sadd,2025 FIFA Arab Cup
Qatar,DF,Sultan Al-Brake,,,30,16,0,Al-Duhail,2025 FIFA Arab Cup,Qatar,DF,Sultan Al-Brake,Sultan Al-Brake,,,7 April 1996 (age 30),30,16,0,Al-Duhail,2025 FIFA Arab Cup
Qatar,DF,Yousef Aymen,,,27,9,1,Al-Duhail,2025 FIFA Arab Cup,Qatar,DF,Yousef Aymen,Yousef Aymen,,,21 March 1999 (age 27),27,9,1,Al-Duhail,2025 FIFA Arab Cup
Qatar,DF,Ahmed Suhail,,,27,13,1,Al-Sadd,"v.  Zimbabwe, 17 November 2025",Qatar,DF,Ahmed Suhail,Ahmed Suhail,,,8 February 1999 (age 27),27,13,1,Al-Sadd,"v.  Zimbabwe, 17 November 2025"
Qatar,DF,Nabil Irfan,,,22,0,0,Al-Wakrah,"v.  Zimbabwe, 17 November 2025",Qatar,DF,Nabil Irfan,Nabil Irfan,,,7 February 2004 (age 22),22,0,0,Al-Wakrah,"v.  Zimbabwe, 17 November 2025"
Qatar,DF,Al-Mahdi Ali Mukhtar,,,34,39,2,Al-Wakrah,"v.  Russia, 7 September 2025",Qatar,DF,Al-Mahdi Ali Mukhtar,Al-Mahdi Ali Mukhtar,,,2 March 1992 (age 34),34,39,2,Al-Wakrah,"v.  Russia, 7 September 2025"
Qatar,DF,Abdullah Yousef,,,24,6,0,Al-Rayyan,"v.  Russia, 7 September 2025",Qatar,DF,Abdullah Yousef,Abdullah Yousef,,,10 April 2002 (age 24),24,6,0,Al-Rayyan,"v.  Russia, 7 September 2025"
Qatar,DF,Hazem Shehata,,,28,11,1,Al-Rayyan,"Austria training camp, July 2025",Qatar,DF,Hazem Shehata,Hazem Shehata,,,2 February 1998 (age 28),28,11,1,Al-Rayyan,"Austria training camp, July 2025"
Qatar,DF,Abdullah Al-Yazidi,,,24,5,0,Al-Sadd,"Austria training camp, July 2025",Qatar,DF,Abdullah Al-Yazidi,Abdullah Al-Yazidi,,,28 March 2002 (age 24),24,5,0,Al-Sadd,"Austria training camp, July 2025"
Qatar,DF,Amro Surag,,,28,5,2,Al-Gharafa,"v.  Uzbekistan, 10 June 2025",Qatar,DF,Amro Surag,Amro Surag,,,8 April 1998 (age 28),28,5,2,Al-Gharafa,"v.  Uzbekistan, 10 June 2025"
Qatar,DF,Mohammed Ayash,,,25,1,0,Qatar SC,"v.  Uzbekistan, 10 June 2025",Qatar,DF,Mohammed Ayash,Mohammed Ayash,,,27 February 2001 (age 25),25,1,0,Qatar SC,"v.  Uzbekistan, 10 June 2025"
Qatar,MF,Abdulaziz Hatem,,,35,116,11,Al-Rayyan,2025 FIFA Arab Cup,Qatar,MF,Abdulaziz Hatem,Abdulaziz Hatem,,,28 October 1990 (age 35),35,116,11,Al-Rayyan,2025 FIFA Arab Cup
Qatar,MF,Jassem Gaber,,,24,31,1,Al-Rayyan,2025 FIFA Arab Cup,Qatar,MF,Jassem Gaber,Jassem Gaber,,,20 February 2002 (age 24),24,31,1,Al-Rayyan,2025 FIFA Arab Cup
Qatar,MF,Khaled Mohammed,,,25,3,0,Al-Ahli,"v.  Zimbabwe, 17 November 2025",Qatar,MF,Khaled Mohammed,Khaled Mohammed,,,7 June 2000 (age 25),25,3,0,Al-Ahli,"v.  Zimbabwe, 17 November 2025"
Qatar,MF,Tahsin Jamshid,,,19,1,0,Al-Duhail,"v.  Zimbabwe, 17 November 2025",Qatar,MF,Tahsin Jamshid,Tahsin Jamshid,,,16 June 2006 (age 19),19,1,0,Al-Duhail,"v.  Zimbabwe, 17 November 2025"
Qatar,MF,Guilherme,,,35,2,0,Al-Sadd,"v.  United Arab Emirates, 14 November 2025",Qatar,MF,Guilherme,Guilherme,,,5 April 1991 (age 35),35,2,0,Al-Sadd,"v.  United Arab Emirates, 14 November 2025"
Qatar,MF,Abdelrahman Moustafa,,,29,13,0,Al-Ahli,"v.  Uzbekistan, 10 June 2025",Qatar,MF,Abdelrahman Moustafa,Abdelrahman Moustafa,,,5 April 1997 (age 29),29,13,0,Al-Ahli,"v.  Uzbekistan, 10 June 2025"
Qatar,FW,Mohammed Muntari,,,32,67,16,Al-Gharafa,2025 FIFA Arab Cup,Qatar,FW,Mohammed Muntari,Mohammed Muntari,,,20 December 1993 (age 32),32,67,16,Al-Gharafa,2025 FIFA Arab Cup
Qatar,FW,Ahmed Alaaeldin,,,33,66,9,Al-Rayyan,2025 FIFA Arab Cup,Qatar,FW,Ahmed Alaaeldin,Ahmed Alaaeldin,,,31 January 1993 (age 33),33,66,9,Al-Rayyan,2025 FIFA Arab Cup
Qatar,FW,Sebastián Soria,,,42,124,39,Qatar SC,"v.  United Arab Emirates, 14 November 2025",Qatar,FW,Sebastián Soria,Sebastián Soria,,,8 November 1983 (age 42),42,124,39,Qatar SC,"v.  United Arab Emirates, 14 November 2025"
